id,city,temperature,humidity,description
5254,São Gonçalo,17.6,100,chuva leve
5255,Recife,11.1,67,céu limpo
5256,Salvador,19.1,82,chuva leve
5257,São Gonçalo,15.8,23,chuva leve
5258,Porto Alegre,11.5,84,céu limpo
5259,Manaus,23.1,65,nuvens quebradas
5260,Goiania,8.5,88,névoa
5261,Belo Horizonte,3.0,85,nuvens quebradas
5262,Maceió,5.4,25,chuva leve
5263,Natal,30.8,34,névoa
5264,Curitiba,38.2,22,nuvens dispersas
5265,Goiania,15.1,67,neve
5266,Salvador,5.1,32,nuvens dispersas
5267,Rio de Janeiro,-2.0,59,céu limpo
5268,Goiania,-1.3,56,nuvens dispersas
5269,Rio de Janeiro,21.3,55,neve
5270,Campinas,24.3,24,trovoada
5271,São Paulo,25.9,44,chuva
5272,Campinas,-4.9,70,nuvens quebradas
5273,São Paulo,13.1,87,chuva
5274,Duque de Caxias,10.9,81,céu limpo
5275,Salvador,13.0,32,poucas nuvens
5276,Maceió,22.4,35,trovoada
5277,Brasília,40.0,85,nuvens quebradas
5278,Belém,36.0,33,chuva leve
5279,Teresina,-1.7,37,neve
5280,São Luís,-1.5,91,chuva
5281,Belém,10.6,90,névoa
5282,Porto Alegre,14.7,35,chuva
5283,Brasília,29.7,46,céu limpo
5284,São Gonçalo,-4.5,39,nuvens dispersas
5285,Maceió,26.2,89,nuvens dispersas
5286,Duque de Caxias,8.5,88,nuvens dispersas
5287,Teresina,4.6,46,chuva leve
5288,Brasília,4.6,76,trovoada
5289,Guarulhos,1.4,59,névoa
5290,Duque de Caxias,33.4,83,neve
5291,Recife,34.3,21,poucas nuvens
5292,Salvador,-2.8,69,chuva
5293,Fortaleza,-1.7,83,poucas nuvens
5294,Curitiba,-2.5,94,neve
5295,Guarulhos,5.9,37,trovoada
5296,Natal,24.5,58,névoa
5297,São Gonçalo,29.1,39,trovoada
5298,Rio de Janeiro,-4.6,46,trovoada
5299,Goiania,32.2,54,nuvens quebradas
5300,Porto Alegre,-3.4,96,neve
5301,Recife,12.5,23,nuvens quebradas
5302,São Gonçalo,25.1,68,neve
5303,Porto Alegre,25.7,85,neve
5304,Curitiba,18.3,55,trovoada
5305,Manaus,10.4,70,névoa
5306,Fortaleza,0.5,39,poucas nuvens
5307,Curitiba,10.9,61,trovoada
5308,Guarulhos,28.3,82,névoa
5309,Natal,2.2,21,trovoada
5310,Rio de Janeiro,32.5,50,nuvens dispersas
5311,Salvador,3.0,50,chuva
5312,Brasília,32.9,88,poucas nuvens
5313,São Luís,0.9,76,poucas nuvens
5314,Salvador,36.8,85,céu limpo
5315,Belém,6.4,34,nuvens quebradas
5316,Porto Alegre,10.3,69,nuvens quebradas
5317,Manaus,1.5,100,neve
5318,Teresina,8.1,50,poucas nuvens
5319,Brasília,2.0,24,nuvens dispersas
5320,Porto Alegre,3.0,44,chuva leve
5321,São Gonçalo,11.3,79,chuva leve
5322,Goiania,26.2,94,nuvens quebradas
5323,São Paulo,39.0,68,trovoada
5324,Guarulhos,17.7,84,nuvens quebradas
5325,Belém,35.1,20,trovoada
5326,Recife,30.2,63,chuva
5327,São Gonçalo,9.9,48,neve
5328,Rio de Janeiro,20.1,61,céu limpo
5329,Curitiba,34.4,41,chuva leve
5330,Curitiba,16.2,66,chuva leve
5331,Brasília,32.3,22,névoa
5332,Goiania,15.9,25,nuvens quebradas
5333,Maceió,0.6,100,névoa
5334,Curitiba,23.8,52,neve
5335,Rio de Janeiro,37.2,93,trovoada
5336,Teresina,17.2,62,céu limpo
5337,São Paulo,26.4,88,nuvens quebradas
5338,Natal,-4.0,47,chuva
5339,Salvador,35.3,84,nuvens quebradas
5340,São Gonçalo,5.7,41,neve
5341,Rio de Janeiro,32.7,77,neve
5342,Rio de Janeiro,22.3,48,nuvens quebradas
5343,Brasília,6.8,82,neve
5344,Campinas,12.7,22,céu limpo
5345,Curitiba,25.1,67,chuva leve
5346,Recife,33.1,20,chuva leve
5347,Belém,-4.1,36,neve
5348,Duque de Caxias,32.7,93,chuva
5349,Campinas,35.8,32,trovoada
5350,Belo Horizonte,37.5,46,nuvens dispersas
5351,Curitiba,19.7,89,nuvens quebradas
5352,Manaus,2.2,94,chuva leve
5353,Teresina,17.8,29,trovoada
5354,Guarulhos,27.2,63,poucas nuvens
5355,Campinas,33.6,25,poucas nuvens
5356,Guarulhos,16.1,52,nuvens dispersas
5357,Curitiba,22.3,71,céu limpo
5358,Manaus,21.0,34,névoa
5359,Rio de Janeiro,29.8,56,chuva
5360,Brasília,21.0,34,céu limpo
5361,Belo Horizonte,14.5,24,nuvens dispersas
5362,Salvador,1.1,48,chuva leve
5363,Campinas,25.3,77,trovoada
5364,Guarulhos,5.4,49,chuva
5365,Salvador,3.4,58,nuvens quebradas
5366,Recife,0.4,55,chuva
5367,Teresina,12.6,25,névoa
5368,Maceió,5.9,76,céu limpo
5369,Rio de Janeiro,31.2,58,névoa
5370,Belém,13.5,74,poucas nuvens
5371,Maceió,10.9,79,nuvens quebradas
5372,São Paulo,2.9,29,névoa
5373,Campinas,38.2,97,névoa
5374,Fortaleza,20.4,91,névoa
5375,Duque de Caxias,3.5,57,chuva leve
5376,Curitiba,11.8,36,trovoada
5377,Curitiba,-2.0,22,céu limpo
5378,São Luís,1.5,99,trovoada
5379,Belo Horizonte,39.8,76,céu limpo
5380,Salvador,9.2,57,nuvens quebradas
5381,São Paulo,7.2,51,trovoada
5382,Fortaleza,2.9,86,trovoada
5383,Campinas,7.8,43,chuva leve
5384,Goiania,33.6,86,névoa
5385,Belém,36.8,32,poucas nuvens
5386,Maceió,35.1,91,nuvens quebradas
5387,Manaus,13.8,57,poucas nuvens
5388,São Paulo,11.6,83,chuva
5389,Maceió,2.4,78,névoa
5390,Belo Horizonte,12.5,20,neve
5391,Porto Alegre,35.8,57,nuvens dispersas
5392,Goiania,37.8,20,céu limpo
5393,Duque de Caxias,39.6,85,céu limpo
5394,Natal,24.9,46,poucas nuvens
5395,Maceió,28.7,99,poucas nuvens
5396,Campinas,35.7,50,chuva
5397,São Gonçalo,3.2,49,céu limpo
5398,Belo Horizonte,19.8,84,céu limpo
5399,São Luís,18.3,38,névoa
5400,Duque de Caxias,20.8,91,nuvens dispersas
5401,Porto Alegre,37.8,48,poucas nuvens
5402,Recife,4.4,84,névoa
5403,Goiania,8.5,23,céu limpo
5404,Campinas,38.8,41,céu limpo
5405,Teresina,23.1,40,trovoada
5406,Belo Horizonte,34.2,63,nuvens quebradas
5407,Rio de Janeiro,30.2,28,poucas nuvens
5408,Campinas,9.6,36,chuva
5409,Maceió,28.8,67,chuva leve
5410,Brasília,34.5,56,nuvens dispersas
5411,Curitiba,31.5,25,chuva leve
5412,Duque de Caxias,13.0,31,nuvens quebradas
5413,Natal,3.3,73,trovoada
5414,Guarulhos,0.2,88,poucas nuvens
5415,Recife,19.1,62,trovoada
5416,Porto Alegre,4.4,26,chuva
5417,Teresina,37.8,97,nuvens quebradas
5418,Belém,28.2,92,trovoada
5419,Curitiba,-0.7,92,névoa
5420,Recife,22.2,92,nuvens quebradas
5421,São Gonçalo,4.2,61,névoa
5422,São Luís,3.2,79,poucas nuvens
5423,Salvador,25.6,71,nuvens dispersas
5424,Belém,24.4,96,neve
5425,Maceió,18.2,33,poucas nuvens
5426,Brasília,21.3,59,chuva
5427,Duque de Caxias,20.1,70,céu limpo
5428,Campinas,27.9,46,névoa
5429,Guarulhos,7.1,54,chuva
5430,São Luís,30.9,90,nuvens dispersas
5431,Guarulhos,14.2,26,poucas nuvens
5432,Guarulhos,35.9,92,poucas nuvens
5433,Salvador,11.3,70,chuva leve
5434,Natal,17.0,93,chuva
5435,Campinas,14.2,77,neve
5436,Duque de Caxias,24.6,53,poucas nuvens
5437,São Paulo,-0.5,73,poucas nuvens
5438,Fortaleza,38.6,65,chuva
5439,São Paulo,25.2,27,névoa
5440,Salvador,-4.6,27,chuva
5441,Manaus,28.1,80,chuva
5442,Rio de Janeiro,7.5,85,chuva
5443,Belo Horizonte,5.9,97,nuvens quebradas
5444,Teresina,22.2,86,trovoada
5445,Fortaleza,12.0,20,céu limpo
5446,São Gonçalo,11.3,74,névoa
5447,Campinas,5.0,71,nuvens dispersas
5448,Campinas,22.0,52,nuvens quebradas
5449,São Luís,-1.3,38,céu limpo
5450,Salvador,28.9,28,neve
5451,Brasília,8.1,24,céu limpo
5452,Belo Horizonte,23.8,54,poucas nuvens
5453,Duque de Caxias,8.4,48,chuva
5454,Recife,38.8,78,céu limpo
5455,Curitiba,4.9,75,céu limpo
5456,Curitiba,37.8,86,nuvens quebradas
5457,Duque de Caxias,11.8,72,chuva leve
5458,Goiania,27.1,79,névoa
5459,Teresina,6.0,74,neve
5460,Campinas,1.0,36,chuva leve
5461,Brasília,20.4,98,neve
5462,São Gonçalo,30.3,72,chuva leve
5463,Fortaleza,7.4,99,céu limpo
5464,Fortaleza,6.5,89,névoa
5465,Guarulhos,33.8,56,nuvens dispersas
5466,São Paulo,11.4,89,névoa
5467,Maceió,27.2,71,poucas nuvens
5468,São Luís,16.9,91,nuvens quebradas
5469,Duque de Caxias,33.6,43,nuvens quebradas
5470,Campinas,4.2,65,nuvens quebradas
5471,Fortaleza,16.8,97,névoa
5472,Maceió,14.6,24,nuvens quebradas
5473,Natal,5.7,66,nuvens quebradas
5474,São Luís,3.9,69,neve
5475,Rio de Janeiro,6.2,85,nuvens dispersas
5476,Guarulhos,0.3,62,trovoada
5477,Belo Horizonte,31.8,23,chuva
5478,Maceió,24.0,27,trovoada
5479,Porto Alegre,5.2,54,neve
5480,Recife,-0.8,81,nuvens dispersas
5481,Belém,34.4,83,céu limpo
5482,Goiania,15.8,49,neve
5483,Brasília,36.6,32,nuvens dispersas
5484,São Paulo,9.8,64,névoa
5485,Manaus,37.8,71,chuva leve
5486,Porto Alegre,8.9,86,chuva leve
5487,São Luís,16.0,63,poucas nuvens
5488,Guarulhos,35.3,75,névoa
5489,Salvador,26.4,99,poucas nuvens
5490,Curitiba,28.9,95,névoa
5491,Duque de Caxias,17.9,66,trovoada
5492,Rio de Janeiro,-4.7,98,trovoada
5493,Campinas,11.2,62,trovoada
5494,Fortaleza,28.5,31,neve
5495,Natal,24.9,65,neve
5496,Natal,-4.9,99,poucas nuvens
5497,Belém,6.4,73,chuva leve
5498,Porto Alegre,31.9,95,céu limpo
5499,Brasília,30.5,69,névoa
5500,Teresina,12.1,80,neve
5501,Belo Horizonte,8.0,22,chuva leve
5502,Fortaleza,16.7,66,nuvens dispersas
5503,Belo Horizonte,-4.9,60,chuva leve
5504,Duque de Caxias,30.1,49,nuvens quebradas
5505,Fortaleza,32.9,73,céu limpo
5506,Goiania,0.2,42,névoa
5507,Curitiba,36.9,52,poucas nuvens
5508,São Paulo,22.0,50,chuva leve
5509,São Paulo,10.3,39,neve
5510,Brasília,22.9,25,nuvens quebradas
5511,Curitiba,-3.2,23,nuvens dispersas
5512,Rio de Janeiro,37.3,47,poucas nuvens
5513,São Gonçalo,13.1,67,chuva leve
5514,Duque de Caxias,13.6,92,nuvens quebradas
5515,São Gonçalo,25.8,45,trovoada
5516,São Gonçalo,30.1,59,nuvens quebradas
5517,São Gonçalo,-0.0,93,chuva leve
5518,Belém,27.4,31,céu limpo
5519,Teresina,36.7,56,névoa
5520,São Luís,29.3,56,chuva leve
5521,São Gonçalo,8.5,70,céu limpo
5522,Belo Horizonte,23.7,95,nuvens quebradas
5523,Porto Alegre,21.7,85,nuvens dispersas
5524,Recife,-2.4,69,trovoada
5525,São Gonçalo,14.8,89,chuva
5526,São Gonçalo,35.9,49,trovoada
5527,Goiania,14.1,77,nuvens dispersas
5528,Teresina,7.1,87,trovoada
5529,Salvador,21.4,43,chuva leve
5530,Duque de Caxias,27.8,49,neve
5531,Manaus,37.1,60,nuvens quebradas
5532,Porto Alegre,29.1,21,chuva
5533,Salvador,34.6,81,chuva leve
5534,Natal,39.1,93,chuva
5535,Duque de Caxias,-4.7,42,nuvens dispersas
5536,Belém,27.0,24,neve
5537,Belo Horizonte,32.3,22,trovoada
5538,Curitiba,39.4,57,chuva leve
5539,Curitiba,38.3,33,neve
5540,Belém,10.4,67,chuva
5541,Maceió,29.9,25,céu limpo
5542,Manaus,25.2,25,neve
5543,Manaus,24.8,78,céu limpo
5544,Porto Alegre,27.9,75,nuvens dispersas
5545,São Gonçalo,36.6,27,névoa
5546,Salvador,25.7,96,poucas nuvens
5547,Fortaleza,21.1,41,céu limpo
5548,Belo Horizonte,13.2,38,céu limpo
5549,Campinas,26.9,30,chuva leve
5550,Recife,30.6,93,nuvens quebradas
5551,Duque de Caxias,4.9,59,chuva
5552,Salvador,7.6,49,névoa
5553,Belém,35.3,88,nuvens dispersas
5554,Recife,1.8,31,chuva
5555,Maceió,-2.8,38,névoa
5556,Salvador,29.9,77,poucas nuvens
5557,Salvador,2.8,23,névoa
5558,Duque de Caxias,11.9,78,poucas nuvens
5559,Porto Alegre,26.7,60,poucas nuvens
5560,Rio de Janeiro,6.0,22,neve
5561,Duque de Caxias,-2.6,99,céu limpo
5562,Brasília,3.5,76,chuva leve
5563,Salvador,25.2,38,chuva leve
5564,Duque de Caxias,30.5,63,chuva leve
5565,Guarulhos,5.2,97,trovoada
5566,Porto Alegre,11.9,56,nuvens dispersas
5567,Rio de Janeiro,17.5,62,trovoada
5568,São Paulo,-2.5,39,nuvens dispersas
5569,São Paulo,12.6,54,neve
5570,São Paulo,9.0,22,chuva
5571,Porto Alegre,32.0,65,nuvens dispersas
5572,Brasília,5.3,90,nuvens dispersas
5573,Belo Horizonte,21.7,47,neve
5574,Campinas,22.3,74,nuvens dispersas
5575,Salvador,11.3,25,chuva
5576,Brasília,7.8,58,nuvens quebradas
5577,Maceió,14.5,35,chuva leve
5578,Recife,-4.8,88,nuvens dispersas
5579,Belo Horizonte,2.9,100,poucas nuvens
5580,Belo Horizonte,32.5,29,trovoada
5581,Belo Horizonte,9.7,54,chuva
5582,Natal,32.3,52,chuva
5583,Curitiba,6.7,34,nuvens quebradas
5584,Belém,-3.1,68,trovoada
5585,Belém,5.4,69,chuva leve
5586,São Luís,20.1,75,chuva
5587,Campinas,4.8,69,poucas nuvens
5588,Maceió,22.8,61,nuvens quebradas
5589,São Paulo,-2.5,36,nuvens quebradas
5590,São Luís,31.6,35,nuvens quebradas
5591,São Paulo,20.4,47,céu limpo
5592,São Paulo,36.7,65,trovoada
5593,Teresina,25.3,60,névoa
5594,Belo Horizonte,25.2,100,poucas nuvens
5595,Brasília,12.1,42,névoa
5596,São Paulo,14.3,38,poucas nuvens
5597,Fortaleza,0.6,33,neve
5598,Duque de Caxias,2.8,61,trovoada
5599,Belo Horizonte,15.5,31,nuvens dispersas
5600,Fortaleza,36.4,49,névoa
5601,São Paulo,15.9,21,poucas nuvens
5602,Natal,1.0,100,névoa
5603,São Paulo,6.3,26,trovoada
5604,Porto Alegre,21.1,57,nuvens dispersas
5605,Campinas,38.1,83,nuvens dispersas
5606,São Luís,12.1,41,céu limpo
5607,Rio de Janeiro,1.8,45,céu limpo
5608,Salvador,20.0,61,chuva leve
5609,Brasília,37.6,34,chuva
5610,Goiania,-3.8,99,trovoada
5611,São Paulo,12.8,93,céu limpo
5612,Duque de Caxias,38.4,80,trovoada
5613,Guarulhos,18.7,78,névoa
5614,Curitiba,9.0,66,neve
5615,São Luís,14.1,95,trovoada
5616,Salvador,14.8,39,chuva
5617,Rio de Janeiro,-3.0,33,neve
5618,Belém,36.8,100,chuva
5619,Rio de Janeiro,7.2,27,poucas nuvens
5620,Duque de Caxias,-2.9,97,chuva leve
5621,Belo Horizonte,-2.0,42,neve
5622,São Gonçalo,8.0,49,neve
5623,Recife,39.6,91,poucas nuvens
5624,Rio de Janeiro,34.8,29,chuva leve
5625,Campinas,-4.8,97,céu limpo
5626,Goiania,0.9,46,poucas nuvens
5627,São Paulo,26.0,94,nuvens quebradas
5628,São Gonçalo,10.2,91,poucas nuvens
5629,Salvador,8.5,25,neve
5630,Goiania,28.6,33,nuvens quebradas
5631,São Luís,-2.5,43,neve
5632,Belo Horizonte,6.4,42,névoa
5633,Fortaleza,20.7,44,trovoada
5634,Manaus,35.1,25,céu limpo
5635,Natal,13.8,36,poucas nuvens
5636,Guarulhos,5.0,74,trovoada
5637,São Paulo,34.8,26,nuvens quebradas
5638,Teresina,34.2,58,névoa
5639,Curitiba,7.5,73,nuvens quebradas
5640,Goiania,34.0,91,nuvens dispersas
5641,Guarulhos,-4.2,21,chuva leve
5642,Maceió,18.0,48,trovoada
5643,Campinas,-4.5,61,nuvens dispersas
5644,Goiania,3.0,90,nuvens quebradas
5645,Duque de Caxias,12.5,61,chuva leve
5646,Guarulhos,39.1,22,névoa
5647,Salvador,22.3,26,nuvens quebradas
5648,São Gonçalo,25.4,77,céu limpo
5649,São Gonçalo,21.8,69,chuva
5650,Salvador,4.7,95,chuva leve
5651,Duque de Caxias,34.9,60,chuva
5652,Duque de Caxias,17.2,30,céu limpo
5653,Natal,30.6,43,poucas nuvens
5654,Curitiba,0.4,80,nuvens quebradas
5655,Campinas,0.1,80,nuvens quebradas
5656,Porto Alegre,-2.5,81,neve
5657,Teresina,8.2,68,poucas nuvens
5658,São Paulo,2.2,69,poucas nuvens
5659,Duque de Caxias,-1.8,49,céu limpo
5660,São Paulo,33.3,40,chuva
5661,Teresina,8.7,43,névoa
5662,Goiania,5.9,73,neve
5663,Salvador,19.6,83,trovoada
5664,Salvador,11.3,68,poucas nuvens
5665,Teresina,25.1,39,chuva
5666,São Paulo,32.6,99,neve
5667,Recife,7.9,68,poucas nuvens
5668,Teresina,-4.8,97,trovoada
5669,Teresina,10.9,29,chuva leve
5670,São Paulo,24.4,89,névoa
5671,Goiania,39.5,79,nuvens quebradas
5672,São Luís,18.4,90,nuvens dispersas
5673,Rio de Janeiro,3.1,66,trovoada
5674,Campinas,1.9,41,nuvens quebradas
5675,Brasília,0.7,62,céu limpo
5676,Porto Alegre,25.3,47,névoa
5677,São Luís,7.8,97,chuva
5678,Duque de Caxias,6.4,49,chuva leve
5679,Salvador,37.7,100,trovoada
5680,Belo Horizonte,23.7,21,trovoada
5681,São Gonçalo,31.0,37,nuvens quebradas
5682,Belém,8.7,34,chuva
5683,São Luís,27.2,86,névoa
5684,Natal,27.9,55,neve
5685,São Paulo,11.1,70,chuva
5686,Brasília,30.7,88,chuva leve
5687,São Luís,37.6,52,nuvens quebradas
5688,Fortaleza,37.7,61,névoa
5689,Manaus,2.8,62,névoa
5690,Natal,22.1,69,nuvens dispersas
5691,Duque de Caxias,-0.4,25,névoa
5692,São Paulo,13.2,44,nuvens dispersas
5693,Duque de Caxias,9.9,67,chuva
5694,Belo Horizonte,20.1,37,céu limpo
5695,Maceió,17.4,69,chuva leve
5696,São Gonçalo,37.0,51,névoa
5697,Recife,9.3,63,céu limpo
5698,São Paulo,-4.0,65,neve
5699,Belo Horizonte,26.8,24,céu limpo
5700,Curitiba,28.8,78,céu limpo
5701,Maceió,37.2,47,trovoada
5702,Guarulhos,22.0,29,céu limpo
5703,Recife,27.1,82,chuva leve
5704,Teresina,18.9,62,céu limpo
5705,Duque de Caxias,11.5,47,chuva
5706,Fortaleza,19.1,92,névoa
5707,São Paulo,11.8,55,chuva
5708,Recife,22.2,23,chuva leve
5709,Goiania,38.3,33,nuvens dispersas
5710,São Paulo,5.7,45,névoa
5711,Curitiba,20.6,86,poucas nuvens
5712,Recife,3.7,34,trovoada
5713,Natal,13.0,51,chuva leve
5714,Fortaleza,37.9,84,nuvens quebradas
5715,Teresina,16.7,69,neve
5716,Campinas,36.4,38,nuvens dispersas
5717,São Paulo,19.9,28,poucas nuvens
5718,Belém,35.7,85,chuva leve
5719,São Paulo,13.6,36,chuva
5720,Manaus,-3.1,90,nuvens quebradas
5721,São Gonçalo,36.0,78,trovoada
5722,Maceió,10.7,81,trovoada
5723,Recife,37.8,99,céu limpo
5724,Duque de Caxias,4.1,42,nuvens quebradas
5725,Manaus,9.5,55,nuvens quebradas
5726,Fortaleza,-1.3,24,nuvens quebradas
5727,Teresina,-3.6,65,neve
5728,Goiania,33.3,49,névoa
5729,Belém,9.1,27,céu limpo
5730,Rio de Janeiro,13.9,54,nuvens dispersas
5731,São Gonçalo,21.8,50,nuvens dispersas
5732,Teresina,34.2,70,nuvens dispersas
5733,São Luís,34.1,47,poucas nuvens
5734,Belém,33.3,92,céu limpo
5735,Manaus,0.4,20,neve
5736,Teresina,32.7,37,céu limpo
5737,Salvador,-0.2,48,nuvens dispersas
5738,São Gonçalo,14.2,38,poucas nuvens
5739,Porto Alegre,-1.1,25,neve
5740,Duque de Caxias,34.0,67,nuvens quebradas
5741,Brasília,20.2,50,chuva leve
5742,Guarulhos,22.7,68,nuvens quebradas
5743,Salvador,17.5,33,chuva leve
5744,Maceió,34.5,39,poucas nuvens
5745,Curitiba,7.9,40,chuva
5746,São Gonçalo,10.2,47,chuva leve
5747,Goiania,10.8,48,trovoada
5748,Curitiba,37.7,96,trovoada
5749,Brasília,15.4,34,névoa
5750,Manaus,21.4,62,chuva leve
5751,Duque de Caxias,-2.1,70,céu limpo
5752,Maceió,-2.5,22,céu limpo
5753,Belém,17.2,44,neve
5754,Campinas,36.4,41,névoa
5755,São Luís,22.9,63,neve
5756,Duque de Caxias,31.2,37,chuva leve
5757,Curitiba,5.2,54,nuvens dispersas
5758,Salvador,-2.7,48,poucas nuvens
5759,Belém,11.0,20,neve
5760,Recife,38.6,88,trovoada
5761,Belém,13.7,87,poucas nuvens
5762,São Luís,19.9,70,nuvens dispersas
5763,Maceió,21.9,79,nuvens dispersas
5764,Maceió,6.5,75,neve
5765,Brasília,4.5,59,nuvens quebradas
5766,Belém,13.3,91,chuva
5767,Campinas,-3.4,95,neve
5768,Fortaleza,-1.6,26,névoa
5769,Belém,7.4,49,trovoada
5770,Belo Horizonte,30.8,72,nuvens dispersas
5771,Goiania,39.8,67,nuvens dispersas
5772,Manaus,18.3,53,chuva
5773,Teresina,17.7,58,chuva leve
5774,Teresina,35.3,73,nuvens dispersas
5775,São Luís,11.8,20,neve
5776,Curitiba,4.6,49,chuva
5777,Rio de Janeiro,21.7,52,chuva leve
5778,Guarulhos,34.9,29,chuva leve
5779,Recife,37.5,86,chuva
5780,Guarulhos,23.1,96,chuva leve
5781,Teresina,37.3,40,céu limpo
5782,Campinas,29.3,52,trovoada
5783,Brasília,5.7,70,chuva
5784,Campinas,10.9,74,poucas nuvens
5785,Fortaleza,30.1,88,chuva
5786,São Paulo,30.1,76,chuva leve
5787,Natal,19.5,47,névoa
5788,São Gonçalo,1.0,86,chuva leve
5789,Duque de Caxias,11.3,20,trovoada
5790,São Paulo,5.7,35,névoa
5791,Fortaleza,36.5,35,neve
5792,Salvador,7.3,54,nuvens dispersas
5793,São Luís,26.6,54,nuvens quebradas
5794,Duque de Caxias,-1.5,72,nuvens dispersas
5795,Brasília,5.5,34,nuvens dispersas
5796,Fortaleza,6.4,42,trovoada
5797,Campinas,26.9,67,nuvens quebradas
5798,Teresina,34.1,65,chuva leve
5799,Belo Horizonte,6.0,84,céu limpo
5800,Belém,30.9,53,nuvens quebradas
5801,São Paulo,26.6,50,céu limpo
5802,Salvador,3.6,100,trovoada
5803,Goiania,27.9,49,chuva
5804,Guarulhos,9.0,24,chuva leve
5805,Salvador,25.0,67,nuvens quebradas
5806,Salvador,31.7,27,trovoada
5807,Natal,31.6,41,névoa
5808,Rio de Janeiro,5.9,93,neve
5809,Brasília,36.6,76,poucas nuvens
5810,São Gonçalo,2.4,21,chuva leve
5811,Fortaleza,-2.7,73,névoa
5812,Belém,11.4,71,poucas nuvens
5813,Campinas,37.5,69,chuva
5814,Manaus,1.6,63,chuva
5815,Fortaleza,8.6,50,chuva leve
5816,Brasília,27.7,87,chuva leve
5817,Curitiba,37.7,59,nuvens quebradas
5818,Curitiba,18.1,66,céu limpo
5819,São Luís,11.0,51,poucas nuvens
5820,Brasília,7.6,87,nuvens dispersas
5821,Porto Alegre,14.3,41,trovoada
5822,São Paulo,17.6,62,chuva
5823,São Gonçalo,8.9,97,céu limpo
5824,Campinas,28.0,26,nuvens quebradas
5825,Duque de Caxias,10.0,73,neve
5826,Manaus,34.8,78,nuvens quebradas
5827,Brasília,31.5,29,céu limpo
5828,Rio de Janeiro,33.6,36,chuva leve
5829,São Luís,29.3,86,neve
5830,Rio de Janeiro,19.1,82,chuva leve
5831,Guarulhos,26.9,92,nuvens quebradas
5832,Rio de Janeiro,3.1,38,poucas nuvens
5833,Salvador,33.3,95,poucas nuvens
5834,Goiania,3.1,38,céu limpo
5835,Belo Horizonte,-0.7,90,chuva
5836,Salvador,37.2,73,céu limpo
5837,Belo Horizonte,20.6,58,trovoada
5838,Maceió,-1.9,48,nuvens quebradas
5839,Manaus,24.9,58,chuva leve
5840,Duque de Caxias,19.6,79,nuvens dispersas
5841,São Paulo,37.0,42,poucas nuvens
5842,Maceió,1.4,86,nuvens dispersas
5843,Salvador,24.2,38,poucas nuvens
5844,São Luís,-4.9,98,céu limpo
5845,Guarulhos,16.9,69,poucas nuvens
5846,Manaus,7.6,92,trovoada
5847,São Luís,23.5,33,poucas nuvens
5848,Salvador,35.4,70,chuva
5849,Belém,2.2,61,nuvens quebradas
5850,Duque de Caxias,22.3,62,neve
5851,São Gonçalo,2.7,57,chuva leve
5852,Fortaleza,21.9,88,trovoada
5853,Rio de Janeiro,29.8,45,céu limpo
5854,São Gonçalo,22.2,22,poucas nuvens
5855,Belo Horizonte,19.4,30,céu limpo
5856,Guarulhos,32.3,60,trovoada
5857,Natal,23.1,40,chuva
5858,Manaus,9.0,71,poucas nuvens
5859,Recife,12.1,56,neve
5860,Belém,3.2,91,névoa
5861,Curitiba,2.9,25,névoa
5862,Manaus,27.9,74,nuvens dispersas
5863,Belo Horizonte,14.8,23,nuvens dispersas
5864,Goiania,22.3,68,chuva
5865,Curitiba,23.1,98,nuvens dispersas
5866,Duque de Caxias,27.3,89,poucas nuvens
5867,Curitiba,5.5,87,céu limpo
5868,Salvador,-1.0,20,nuvens quebradas
5869,Teresina,30.9,90,névoa
5870,Maceió,29.2,74,nuvens dispersas
5871,Goiania,36.3,53,poucas nuvens
5872,Campinas,13.1,92,chuva
5873,Teresina,9.6,93,névoa
5874,São Gonçalo,19.0,78,poucas nuvens
5875,Salvador,32.2,73,chuva leve
5876,Rio de Janeiro,0.5,77,trovoada
5877,Manaus,11.4,96,chuva leve
5878,Teresina,34.3,85,neve
5879,Curitiba,-1.5,37,neve
5880,Manaus,5.7,55,nuvens quebradas
5881,Rio de Janeiro,25.6,42,névoa
5882,Porto Alegre,9.9,30,névoa
5883,Goiania,6.9,42,chuva leve
5884,Goiania,25.8,34,chuva
5885,São Paulo,27.0,57,trovoada
5886,Duque de Caxias,-4.0,92,névoa
5887,Curitiba,16.1,62,nuvens dispersas
5888,Brasília,21.7,75,névoa
5889,Campinas,-2.9,56,céu limpo
5890,Belo Horizonte,3.7,29,nuvens dispersas
5891,Belo Horizonte,9.8,64,neve
5892,Duque de Caxias,35.1,88,céu limpo
5893,Salvador,35.7,89,céu limpo
5894,Goiania,24.9,92,névoa
5895,Natal,22.5,94,céu limpo
5896,Fortaleza,-1.4,32,nuvens quebradas
5897,Guarulhos,26.1,94,nuvens quebradas
5898,Guarulhos,34.4,35,nuvens quebradas
5899,Belém,22.8,45,poucas nuvens
5900,São Paulo,-3.1,56,céu limpo
5901,Belo Horizonte,18.6,56,nuvens quebradas
5902,São Gonçalo,36.7,66,chuva
5903,São Paulo,-0.1,88,poucas nuvens
5904,Rio de Janeiro,3.4,45,nuvens dispersas
5905,Teresina,15.1,78,nuvens quebradas
5906,Goiania,7.2,91,chuva
5907,Campinas,36.7,97,nuvens quebradas
5908,Brasília,6.7,28,névoa
